1.000000000000000056e-01 3.322919265645889186e-02 9.977936725136298257e-01
1.097498765493056250e-01 3.644583740286271023e-02 9.973463407325857677e-01
1.204503540258782118e-01 3.996874864006362549e-02 9.968092485337330944e-01
1.321941148466029003e-01 4.382548027735652663e-02 9.961647975125363930e-01
1.450828778495939775e-01 4.804556473817100937e-02 9.953921191320237449e-01
1.592282793341092129e-01 5.266049751699562048e-02 9.944665449665608392e-01
1.747528400007683780e-01 5.770366391794300859e-02 9.933590247863306466e-01
1.917910261672488847e-01 6.321018987473189799e-02 9.920355027257136138e-01
2.104904144512020903e-01 6.921669574770329680e-02 9.904562704334479717e-01
2.310129700083159709e-01 7.576092948270478356e-02 9.885753277620533686e-01
2.535364493970111988e-01 8.288125417085397129e-02 9.863397964876212676e-01
2.782559402207124277e-01 9.061596581297684527e-02 9.836894505765038099e-01
3.053855508833415722e-01 9.900242118197478958e-02 9.805564466538192470e-01
3.351602650938842465e-01 1.080759644772648909e-01 9.768653583862502154e-01
3.678379771828634293e-01 1.178686562963757456e-01 9.725336346630533146e-01
4.037017258596554692e-01 1.284078301279691914e-01 9.674726081436915148e-01
4.430621457583880929e-01 1.397145297921408846e-01 9.615891708678296901e-01
4.862601580065354923e-01 1.518019138736091955e-01 9.547881998323831665e-01
5.336699231206309957e-01 1.646737456748828266e-01 9.469757523306137070e-01
5.857020818056667411e-01 1.783231126339826778e-01 9.380629581257287075e-01
6.428073117284321958e-01 1.927315291718181278e-01 9.279704211831780736e-01
7.054802310718644165e-01 2.078685639655959982e-01 9.166328255995302987e-01
7.742636826811272188e-01 2.236920927848973228e-01 9.040033445835599091e-01
8.497534359086444944e-01 2.401492137624417766e-01 8.900574059991230857e-01
9.326033468832198858e-01 2.571777831735774789e-01 8.747953940094332914e-01
1.023531021899026339e+00 2.747084519528119051e-01 8.582439684728920826e-01
1.123324032978027631e+00 2.926670229977068050e-01 8.404558460890898530e-01
1.232846739442066575e+00 3.109769193767658035e-01 8.215080768403877354e-01
1.353047774579807516e+00 3.295615583224771328e-01 8.014990260116856557e-01
1.484968262254465099e+00 3.483464608310237187e-01 7.805444017212647134e-01
1.629750834620644406e+00 3.672609807353094946e-01 7.587727315127024141e-01
1.788649529057435128e+00 3.862395969037074606e-01 7.363206885090897158e-01
1.963040650040271506e+00 4.052227661825592575e-01 7.133286120031185895e-01
2.154434690031884259e+00 4.241573755528565970e-01 6.899364806903142133e-01
2.364489412645408350e+00 4.429968571551877732e-01 6.662805006852239309e-01
2.595024211399737268e+00 4.617010405321846367e-01 6.424903817413797347e-01
2.848035868435801810e+00 4.802358159526747272e-01 6.186873036632668521e-01
3.125715849688236680e+00 4.985726749583370143e-01 5.949825243731449165e-01
3.430469286314919319e+00 5.166881828715105263e-01 5.714765505421673941e-01
3.764935806792469197e+00 5.345634256120971317e-01 5.482587776309261196e-01
4.132012400115338657e+00 5.521834615262605217e-01 5.254075042293625541e-01
4.534878508128584507e+00 5.695367989479116488e-01 5.029902315426663106e-01
4.977023564332111683e+00 5.866149122249567638e-01 4.810641692710612149e-01
5.462277217684342823e+00 6.034118028990135274e-01 4.596768814173132767e-01
5.994842503189412142e+00 6.199236083964121402e-01 4.388670179978236274e-01
6.579332246575682497e+00 6.361482576490259389e-01 4.186650902036787025e-01
7.220809018385467404e+00 6.520851712020389046e-01 3.990942567207418357e-01
7.924828983539177862e+00 6.677350022975498955e-01 3.801710974844618729e-01
8.697490026177835176e+00 6.830994149151878858e-01 3.619063581352228720e-01
9.545484566618341660e+00 6.981808946216258027e-01 3.443056539906909075e-01
1.047615752789665144e+01 7.129825881939304555e-01 3.273701266529282505e-01
1.149756995397736858e+01 7.275081682389760163e-01 3.110970496238045779e-01
1.261856883066021062e+01 7.417617193644101548e-01 2.954803817069595606e-01
1.384886371393873183e+01 7.557476428200682328e-01 2.805112687020774320e-01
1.519911082952934755e+01 7.694705768928403744e-01 2.661784950961046947e-01
1.668100537200059108e+01 7.829353306849589078e-01 2.524688882494684483e-01
1.830738280295369691e+01 7.961468292255658996e-01 2.393676780631112389e-01
2.009233002565047954e+01 8.091100681536872452e-01 2.268588153734500401e-01
2.205130739903045622e+01 8.218300764662176405e-01 2.149252524192196978e-01
2.420128264794383455e+01 8.343118860481243404e-01 2.035491887043895387e-01
2.656087782946686815e+01 8.465605068959843882e-01 1.927122854813753672e-01
2.915053062825178642e+01 8.585809071128821524e-01 1.823958519260245326e-01
3.199267137797384564e+01 8.703779968955769331e-01 1.725810058906806777e-01
3.511191734215134375e+01 8.819566158566379821e-01 1.632488119189234310e-01
3.853528593710531425e+01 8.933215231276911972e-01 1.543803989960544076e-01
4.229242874389498752e+01 9.044773897775667537e-01 1.459570603005983791e-01
4.641588833612782139e+01 9.154287931532391065e-01 1.379603370191871126e-01
5.094138014816380178e+01 9.261802128140150803e-01 1.303720880935593518e-01
5.590810182512228721e+01 9.367360277821815684e-01 1.231745475861463768e-01
6.135907273413175744e+01 9.471005148777673632e-01 1.163503711809517061e-01
6.734150657750828373e+01 9.572778479425130271e-01 1.098826731796082173e-01
7.390722033525783274e+01 9.672720977896347438e-01 1.037550552086206473e-01
8.111308307896872805e+01 9.770872327424851012e-01 9.795162772249010885e-02
8.902150854450393069e+01 9.867271196475150274e-01 9.245702526813753819e-02
9.770099572992256753e+01 9.961955252657039850e-01 8.725641636808442736e-02
1.072267222010324303e+02 1.005496117962410674e+00 8.233550878245730897e-02
1.176811952434999142e+02 1.014632469628875544e+00 7.768055082225731878e-02
1.291549665014883885e+02 1.023608057779774816e+00 7.327832930768603259e-02
1.417474162926806116e+02 1.032426267780623519e+00 6.911616469486965564e-02
1.555676143930472222e+02 1.041090395166724081e+00 6.518190383134112031e-02
1.707352647470692091e+02 1.049603648022009450e+00 6.146391074441223679e-02
1.873817422860385022e+02 1.057969149391709163e+00 5.795105581646829707e-02
2.056512308348653448e+02 1.066189939707470780e+00 5.463270365661587052e-02
2.257019719633921397e+02 1.074268979207507524e+00 5.149869993848327221e-02
