0.01,1
0.010571,1
0.011174,1
0.011811,1
0.012485,1
0.013197,1
0.01395,1
0.014746,1
0.015587,1
0.016477,1
0.017417,1
0.01841,1
0.019461,1
0.020571,1
0.021744,1
0.022985,1
0.024296,1
0.025683,1
0.027148,1
0.028697,1
0.030334,1
0.032064,1
0.033894,1
0.035828,1
0.037872,1
0.040032,1
0.042316,1
0.04473,1
0.047282,1
0.04998,1
0.052831,1
0.055845,0.99999
0.059032,0.99999
0.062399,0.99999
0.065959,0.99998
0.069723,0.99998
0.0737,0.99997
0.077905,0.99997
0.08235,0.99996
0.087048,0.99996
0.092014,0.99995
0.097264,0.99994
0.10281,0.99993
0.10868,0.99992
0.11488,0.99991
0.12143,0.9999
0.12836,0.99988
0.13568,0.99987
0.14343,0.99985
0.15161,0.99983
0.16026,0.99981
0.1694,0.99978
0.17907,0.99975
0.18928,0.99972
0.20008,0.99969
0.2115,0.99965
0.22356,0.9996
0.23632,0.99955
0.2498,0.9995
0.26405,0.99944
0.27911,0.99937
0.29504,0.9993
0.31187,0.99921
0.32966,0.99912
0.34847,0.99901
0.36835,0.99889
0.38937,0.99876
0.41158,0.99861
0.43507,0.99845
0.45989,0.99826
0.48612,0.99806
0.51386,0.99783
0.54317,0.99757
0.57416,0.99729
0.60692,0.99697
0.64155,0.99661
0.67815,0.99622
0.71684,0.99577
0.75774,0.99528
0.80097,0.99473
0.84666,0.99411
0.89497,0.99343
0.94603,0.99267
1,0.99182
1.0571,0.99087
1.1174,0.98982
1.1811,0.98865
1.2485,0.98735
1.3197,0.98591
1.395,0.9843
1.4746,0.98252
1.5587,0.98055
1.6477,0.97836
1.7417,0.97593
1.841,0.97326
1.9461,0.9703
2.0571,0.96703
2.1744,0.96343
2.2985,0.95947
2.4296,0.95512
2.5683,0.95036
2.7148,0.94514
2.8697,0.93943
3.0334,0.93322
3.2064,0.92645
3.3894,0.91912
3.5828,0.91118
3.7872,0.90262
4.0032,0.89341
4.2316,0.88353
4.473,0.87296
4.7282,0.86171
4.998,0.84976
5.2831,0.83712
5.5845,0.8238
5.9032,0.80982
6.2399,0.79519
6.5959,0.77995
6.9723,0.76413
7.37,0.74779
7.7905,0.73095
8.235,0.71369
8.7048,0.69605
9.2014,0.6781
9.7264,0.65989
10.281,0.64149
10.868,0.62297
11.488,0.60438
12.143,0.58579
12.836,0.56726
13.568,0.54883
14.343,0.53057
15.161,0.51253
16.026,0.49475
16.94,0.47726
17.907,0.46012
18.928,0.44334
20.008,0.42696
21.15,0.41101
22.356,0.39549
23.632,0.38043
24.98,0.36584
26.405,0.35173
27.911,0.33811
29.504,0.32496
31.187,0.31231
32.966,0.30013
34.847,0.28844
36.835,0.27722
38.937,0.26646
41.158,0.25616
43.507,0.2463
45.989,0.23688
48.612,0.22788
51.386,0.21928
54.317,0.21108
57.416,0.20327
60.692,0.19581
64.155,0.18871
67.815,0.18195
71.684,0.17552
75.774,0.16939
80.097,0.16356
84.666,0.15801
89.497,0.15273
94.603,0.14771
100,0.14294
105.71,0.13839
111.74,0.13407
118.11,0.12995
124.85,0.12603
131.97,0.1223
139.5,0.11874
147.46,0.11536
155.87,0.11213
164.77,0.10905
174.17,0.10611
184.1,0.1033
194.61,0.10062
205.71,0.098053
217.44,0.0956
229.85,0.093251
242.96,0.091
256.83,0.088842
271.48,0.08677
286.97,0.08478
303.34,0.082867
320.64,0.081027
338.94,0.079254
358.28,0.077545
378.72,0.075895
400.32,0.074303
423.16,0.072763
447.3,0.071273
472.82,0.069831
499.8,0.068432
528.31,0.067076
558.45,0.065758
590.32,0.064478
623.99,0.063233
659.59,0.062021
697.23,0.060841
737,0.05969
779.05,0.058567
823.5,0.057472
870.48,0.056401
920.14,0.055355
972.64,0.054333
1028.1,0.053332
1086.8,0.052353
1148.8,0.051393
1214.3,0.050454
1283.6,0.049533
1356.8,0.048631
1434.3,0.047746
1516.1,0.046877
1602.6,0.046025
1694,0.04519
1790.7,0.044369
1892.8,0.043564
2000.8,0.042773
2115,0.041996
2235.6,0.041233
2363.2,0.040484
2498,0.039749
2640.5,0.039026
2791.1,0.038316
2950.4,0.037619
3118.7,0.036934
3296.6,0.036261
3484.7,0.0356
3683.5,0.03495
3893.7,0.034312
4115.8,0.033686
4350.7,0.03307
4598.9,0.032466
4861.2,0.031872
5138.6,0.031289
5431.7,0.030716
5741.6,0.030154
6069.2,0.029601
6415.5,0.029059
6781.5,0.028526
7168.4,0.028003
7577.4,0.027489
8009.7,0.026985
8466.6,0.02649
8949.7,0.026004
9460.3,0.025527
10000,0.025058
